City,Name,Latitude,Longitude,Store Number,Street Combined,Postal Code,Country Subdivision,Country,Ownership Type,nearest_store_number,nearest_store_distance_km
Chantilly,East Gate Marketplace - Chantilly,38.916046142578125,-77.48799896240234,19774-178504,"25360 Eastern Marketplace Plaza, Suite 100, East Gate Marketplace",20152,VA,US,CO,5193-148205,0.1
Conroe,I-45 & 336,30.33255958557129,-95.47966766357422,20225-201087,"1403 North Loop 336, Suite A",77304,TX,US,CO,6421-40779,1.8
Santa Clarita,Vons-Santa Clarita #3138,34.426727294921875,-118.42583465576172,19885-173855,16550 W Soledad Canyon Rd,913873215,CA,US,LS,20489-206264,0.1
Dallas,Ingles Dallas # 146,35.316566467285156,-81.1834716796875,19900-201165,715 W Trade St.,28034,NC,US,LS,16138-100072,7.5
Deming,Petro Deming,32.239654541015625,-107.81981658935547,21279-205844,14150 Hwy 418 SW,88030,NM,US,LS,10747-101978,97.5
Pasadena,Rosemead & Del Mar,34.14228057861328,-118.07323455810547,19571-190724,230 S. Rosemead Blvd.,91107,CA,US,CO,577-226,0.9
Wayne,Gateway Shopping Center,40.07389831542969,-75.43208312988281,20630-207045,125 East Swedesford Road,19087,PA,US,CO,75870-102439,1.2
Portland,122nd & Halsey - Portland,45.533843994140625,-122.53736114501953,18729-153474,1510 NE 122nd Ave,97230,OR,US,CO,79540-104109,1.0
Brawley,Hwy 86 & Panno Road,32.96244430541992,-115.54832458496094,19897-197064,"1050 S. Brawley Avenue, Suite 101",92227,CA,US,CO,79655-114964,2.0
San Marcos,Rancho Santa Fe & San Marcos,33.13172149658203,-117.20651245117188,5641-193444,691 S. Santa Fe Ave,920783907,CA,US,CO,11600-105705,1.8
Frisco,Tom Thumb-Frisco #2963,33.18011474609375,-96.88717651367188,15102-149949,5550 FM 423,75034,TX,US,LS,10981-101384,0.4
Bellevue,Safeway-Bellevue #3472,47.57597732543945,-122.17118835449219,15411-159925,3903 Factoria Square Mall SE,980061264,WA,US,LS,3336-25627,0.2
East Wenatchee,Fred Meyer-East Wenatchee #654,47.406036376953125,-120.2893295288086,19150-93503,11 Grant Rd.,988025328,WA,US,LS,3350-39559,0.5
Piscataway,Rutgers University-Plaza at Livings,40.521827697753906,-74.4296875,19466-179945,"105 Joyce Kilmer Ave, building # 4178",08854,NJ,US,LS,76554-90969,3.0
Las Vegas,Smith's - Las Vegas #385,36.20053482055664,-115.28179931640625,17206-101163,2211 N Rampart Blvd,891287640,NV,US,LS,8718-94032,0.2
Sherman Oaks,Westfield Fashion Square - Level 1,34.15669631958008,-118.4374008178711,18356-188205,"14006 Riverside Drive #24C, Fashion Square Mall",914231945,CA,US,CO,28195-249757,0.1
D'Iberville,Promenade Parkway & I-110,30.455961227416992,-88.90254974365234,18567-172165,"3868 Promenade Pkwy, Suite A",39540,MS,US,CO,5103-137985,2.1
Lodi,Hwy 99 & Harney,38.100460052490234,-121.2660140991211,18831-160285,2620 Reynolds Ranch Pkwy,95240,CA,US,CO,9325-95933,2.0
Cutler Bay,Point Royale Shopping Center,25.589845657348633,-80.35858154296875,19033-185564,19151 South Dixie Highway,33189,FL,US,CO,11040-103663,1.9
Lehi,"Thanksgiving Point - Lehi, UT",40.430965423583984,-111.89615631103516,19173-171972,2951 W Clubhouse Lane  Ste A,84043,UT,US,CO,26986-135333,4.0
Santa Fe,Cerrillos & Las Soleras,35.61939239501953,-106.0286865234375,19174-173264,4960 Promenade Boulevard,87507,NM,US,CO,19056-197845,2.7
Jackson,"Jackson, WY",43.47946548461914,-110.76203918457031,19240-195904,10 East Broadway,83001,WY,US,CO,18274-101208,0.7
Clayton,Harris Teeter Clayton #229,35.654701232910156,-78.38400268554688,19321-195825,67 Flowers Crossroads Wy,27527,NC,US,LS,10390-100531,10.4
Virginia Beach,London Bridge,36.842071533203125,-76.04859924316406,19499-197024,"2300 Virginia Beach Blvd., London Bridge Shopping Center",23454,VA,US,CO,9678-93127,2.3
Hendersonville,Hendersonville Indian Lake,36.33004379272461,-86.59417724609375,19789-195024,"305 Indian Lake Blvd., 100",37075,TN,US,CO,17948-182404,2.2
Rockford,South Alpine & Harrison,42.239280700683594,-89.02862548828125,19828-200204,"2542 S. Alpine, 108",61108,IL,US,CO,2757-89241,4.1
Harbor City,Western & Lomita,33.79753494262695,-118.30715942382812,20680-207644,1680 W. Lomita Blvd.,90710,CA,US,CO,5843-27328,2.0
Ontario,Archibald & 60 fwy,34.027618408203125,-117.59374237060547,20768-206407,2548 S. Archibald Ave,91761,CA,US,CO,6531-39920,1.6
Wailuku,Safeway - Wailuku 3092,20.88749122619629,-156.48756408691406,19214-196545,58 Maui lani Pkwy,96793,HI,US,LS,21037-85522,1.3
Sterling Heights,Target Sterling Heights T-605,42.55636215209961,-83.0290756225586,19860-194332,35700 Van Dyke Ave,48312,MI,US,LS,2771-91040,0.5
Detroit,DTW Concourse B,42.22111892700195,-83.34688568115234,20232-203266,Detroit Metropolitan Airport,48242,MI,US,LS,20231-203265,0.0
New York,53rd St & Madison Ave,40.75959396362305,-73.97360229492188,19024-191684,515 Madison Avenue,10022,NY,US,CO,9241-229444,0.1
Countryside,Countryside -LaGrange Road,41.78114700317383,-87.86761474609375,19634-178947,6001 S. LaGrange Rd.,60525,IL,US,CO,23959-103303,1.1
Plainfield,Plainfield - Rt. 59 & Rt. 126,41.61246871948242,-88.20148468017578,19807-178945,23915 W. Main Street,60544,IL,US,CO,8833-85684,4.5
El Paso,I-10 & Hawkins,31.771989822387695,-106.37555694580078,19876-159124,8889 Gateway West Boulevard,79925,TX,US,CO,6866-84505,0.5
Katy,West Little York & Fry,29.863611221313477,-95.72100067138672,20229-197304,6137 North Fry Road,77449,TX,US,CO,74560-81026,5.0
Brooklyn,395 Flatbush Ave Extension,40.689430236816406,-73.98091125488281,21352-210984,"395 Flatbush Ave Extension, D",11201,NY,US,CO,25334-232868,0.4
Brooklyn,1417 Kings Highway,40.608787536621094,-73.95858764648438,17224-171944,1417 Kings Highway,112292003,NY,US,CO,76878-100172,2.7
San Diego,W. Point Loma & Midway,32.754295349121094,-117.2232666015625,19826-196964,"3980 W. Point Loma Blvd, A",92110,CA,US,CO,74536-63239,0.7
Hurst,North East Mall,32.83002853393555,-97.19960021972656,20535-205284,1101 Melbourne Road,76053,TX,US,CO,28445-249930,0.1
Cincinnati,University Square,39.12803268432617,-84.51701354980469,2420-201504,"234 Calhoun Street, 5107, University Square",45219,OH,US,CO,12928-155285,0.6
Mesa,Frys Mesa #622,33.45039367675781,-111.80491638183594,21405-210864,1935 North Stapley Drive,852032749,AZ,US,LS,13742-108945,0.2
Houston,Kroger-Houston #310,30.06781578063965,-95.18810272216797,21892-100961,3410 Northpark Drive,77345,TX,US,LS,6273-1254,2.2
Douglasville,"Kroger-Douglasville, GA #485",33.6998176574707,-84.7184066772461,73733-108007,3875 Chapel Hill Road,301357287,GA,US,LS,9703-97484,3.9
Fullerton,Euclid & Orangethorpe,33.86016082763672,-117.94213104248047,19829-166024,1201 South Euclid Street,92832,CA,US,CO,24595-237150,1.4
San Jose,Zanker & Villagio,37.403175354003906,-121.93331146240234,20440-204464,"3350 Zanker Road, Building 1, Suite 10",95134,CA,US,CO,5989-51119,0.8
Sacramento,Pocket & Greenhaven,38.48069381713867,-121.51667022705078,20760-207984,"7600 Greenhaven Drive, Bldg B",95831,CA,US,CO,5940-44939,1.2
Warrington,270 Easton Road Warrington,40.2204704284668,-75.140625,18655-190685,"270 Easton Rd., Warrington Commons",18976,PA,US,CO,9469-96861,3.9
New Orleans,Canal St & St Charles,29.953020095825195,-90.06941223144531,18830-191525,700 Canal St.,70119,LA,US,CO,75949-10687,0.2
Jersey City,Newport Mall,40.72678756713867,-74.0379638671875,19500-201864,"30 Mall Drive West, A-36, Newport Centre",073101615,NJ,US,CO,28559-250136,0.1
Somerville,Somerville Town Ctr.,40.56962585449219,-74.61619567871094,19505-200105,"145 W. Main St, unit A-1, Unit A1",08876,NJ,US,CO,11271-104196,1.5
Omaha,126th & L,41.2139892578125,-96.10958862304688,19670-177444,12540 K Plaza,68137,NE,US,CO,76872-121298,0.1
Perrysburg,Fremont Pike & Holiday Lan,41.54930877685547,-83.59938049316406,19772-188124,"10680 Fremont Pike, Suite A",43551,OH,US,CO,72865-88983,0.4
Salina,Salina - Central Mall,38.80044174194336,-97.6119155883789,19806-191305,2315 South Ninth Street,67401,KS,US,CO,17115-103629,0.2
Medfield,"Medfield, Main St & North St",42.18698501586914,-71.3054428100586,19830-196606,467 Main Street,02052,MA,US,CO,7228-557,7.9
Kensington,"Kensington, MD",39.033599853515625,-77.0745849609375,19853-202204,10821 Connecticut Ave.,20895,MD,US,CO,79722-121146,0.6
Merritt Island,SR 520 & Goodwin,28.35662269592285,-80.69706726074219,19871-201505,175 E. Merritt Island Causeway,32952,FL,US,CO,76950-128680,3.4
Gaithersburg,Downtown Crown,39.11482620239258,-77.20694732666016,19878-113788,"307 Copley Place, Building A-1300, Crown Farm",20878,MD,US,CO,15772-155730,0.6
Lorain,Lorain,41.42949295043945,-82.20335388183594,20083-195684,"4310 Leavitt Road, D, Lighthouse Village",44053,OH,US,CO,76838-111526,3.6
Eatontown,Eatontown,40.29187774658203,-74.05331420898438,20164-203764,178 Route 35,07724,NJ,US,CO,7496-9052,3.2
Williamsburg,Richmond Rd & Olde Towne Rd,37.31619644165039,-76.734619140625,20189-198987,"5541 Richmond Rd, Suite A, JW Crossing",23188,VA,US,CO,9936-92061,3.0
Auburn,Auburn Ravine & I-80,38.92268753051758,-121.05896759033203,20224-203884,1790 Auburn Ravine Road,95603,CA,US,CO,6727-75008,0.1
Santa Clara,The Alameda & Chapman,37.34443664550781,-121.93264770507812,20769-207704,2221 The Alameda,95050,CA,US,CO,74299-76584,0.4
Natick,Natick Mall - Level 1,42.300697326660156,-71.38399505615234,21147-206144,1245 Worcester Street,01760,MA,US,CO,28588-249791,0.3
Niagara Falls,Fashion Outlets of Niagara Falls,43.09693908691406,-78.97926330566406,21487-208946,1900 Military Road,14304,NY,US,CO,19901-201424,1.1
South Lake Tahoe,"Heavenly Village, S Lake Tahoe, CA",38.95552444458008,-119.94313049316406,21756-215164,1001 Heavenly Village Way,96150,CA,US,CO,6991-86062,0.1
Brentwood,Sand Creek & Hwy 4,37.94411849975586,-121.73941040039062,22172-218607,"2375 Sand Creek Road, 100",94513,CA,US,CO,25600-241073,2.0
Minot,US-2 and 22nd Ave SW - Minot,48.210296630859375,-101.3202896118164,19836-194606,1780 22nd Avenue SW,58701,ND,US,CO,8698-93138,3.0
Houston,Beltway 8 & Pearland Pky,29.59918785095215,-95.26580810546875,20143-186531,"10501 Pearland Parkway, Suite A",77075,TX,US,CO,70359-139514,0.2
Hawaiian Gardens,Carson & Norwalk,33.83171844482422,-118.0740966796875,20390-205006,12161 Carson Street,90716,CA,US,CO,5578-1516,1.2
San Diego,SAN - T2 West 2,32.72945022583008,-117.19921875,19412-194024,3707 N Harbor Drive,92101,CA,US,LS,19412-194024,0.0
Anaheim,Disneyland Market House,33.81089401245117,-117.9188232421875,19824-199324,1313 S. Harbo Blvd,92802,CA,US,LS,17647-184044,0.3
New York,57th & Eighth,40.76630783081055,-73.98295593261719,19890-198365,250 W 57th St,10107,NY,US,CO,7245-595,0.1
Milford,Target Millford T-1281,42.159732818603516,-71.50121307373047,19915-202827,250 Fortune Blvd,01757,MA,US,LS,17755-174589,7.0
Palm Harbor,Target Palm Harbor T-652,28.062768936157227,-82.70630645751953,20077-202885,900 E Lake Rd,34685,FL,US,LS,8561-69643,1.8
Spokane Valley,Sprague & Carnahan,47.65675354003906,-117.33686065673828,20173-189045,5020 E Sprague Ave,99212,WA,US,CO,72722-57699,1.9
New York,23rd and First,40.73654556274414,-73.97837829589844,20185-203785,400 E 23rd st,10010,NY,US,CO,7858-65800,0.4
Tampa,Hilton Downtown Tampa,27.946054458618164,-82.45816802978516,20663-200072,211 North Tampa Str,33602,FL,US,LS,75904-97613,0.5
Martinsburg,Giant - Martinsburg #6107,39.450035095214844,-77.98281860351562,22014-213825,901 Foxcroft Ave,25401,WV,US,LS,3880-141945,1.1
Gonzales,Hwy 101 & East Fifth,36.514556884765625,-121.43684387207031,22294-219624,"851 East Fifth Street, Suite E",93926,CA,US,CO,6799-81361,15.1
Walnut,Valley & Lemon,34.009788513183594,-117.85950469970703,17655-168485,"20373 East Valley Blvd, Suite A",91789,CA,US,CO,5582-1849,2.8
Charleston,Dorchester Rd and Wescott Blvd,32.936519622802734,-80.1422119140625,19906-96188,"9514 Dorchester Road, Suite 100, The Corner at Wescott",29418,SC,US,CO,23660-230988,8.0
San Diego,Ted Williams & Rancho Carmel Drive,32.966514587402344,-117.08970642089844,20387-205004,10175 Rancho Carmel Drive,92128,CA,US,CO,519-463,2.1
Rochester,Mount Hope Avenue,43.12282943725586,-77.61810302734375,7310-169926,1394 Mount Hope Avenue,146203911,NY,US,CO,75458-107451,1.2
Fort Bragg,Fort Bragg South Post,35.105770111083984,-79.01065063476562,19630-167545,1017 Canopy LN,283108051,NC,US,LS,78064-108504,3.1
Las Vegas,Target Las Vegas NW T-826,36.218631744384766,-115.25128173828125,19858-197871,3210 N Tenaya Way,89129,NV,US,LS,73530-44388,2.2
Willoughby,Target Willoughby T-1112,41.62704086303711,-81.4301528930664,19870-129824,36195 Euclid Ave,44094,OH,US,LS,2406-12023,0.3
Goshen,Target Goshen T-1446,41.56611251831055,-85.86015319824219,19873-183827,3938 Midway Rd,46526,IN,US,LS,79313-100684,3.2
Clifton Park,Target Clifton Park T-1477,42.85605239868164,-73.77069854736328,19911-202866,26 Crossing Blvd,12065,NY,US,LS,7664-8085,1.0
Kingman,Safeway - Kingman 1887,35.23834228515625,-114.03765869140625,20215-200588,3970 Stockton Hill Rd,86409,AZ,US,LS,11218-102230,0.6
Detroit,DTW Concourse A,42.22111892700195,-83.34688568115234,20231-203265,Detroit Metropolitan Airport,48242,MI,US,LS,20231-203265,0.0
Harrisburg,Giant Harrisburg # 6447,40.32930374145508,-76.86186981201172,20283-189472,2300 Linglestown Rd,17110,PA,US,LS,7937-94760,3.3
Chandler,Target Chandler T-1838,33.297733306884766,-111.90018463134766,20336-204609,3425 W Frye Rd,85226,AZ,US,LS,5974-40479,0.3
New Berlin,Target New Berlin T-1311,42.95804977416992,-88.10881042480469,20339-204772,4798 S Moorland Rd,53151,WI,US,LS,2695-214206,2.1
Hastings,Target Hastings T-1245,44.73667526245117,-92.89024353027344,20342-204766,875 General Sieben Dr,55033,MN,US,LS,20345-204770,9.4
Cottage Grove,Target Cottage Grove T-662,44.816734313964844,-92.93031311035156,20345-204770,8655 E Point Douglas Rd S,55016,MN,US,LS,9479-96696,2.8
Phoenix,Macys @ Biltmore Fashion Park,33.509422302246094,-112.02985382080078,20488-195008,2410 East Camelback Road,85016,AZ,US,LS,5422-1009,0.1
Mesa,Target Mesa T-639,33.3889045715332,-111.68467712402344,20665-204611,1525 S Power Rd,85206,AZ,US,LS,5610-1905,1.2
Owatonna,Target Owatonna T-1068,44.086341857910156,-93.2503890991211,20790-208086,301 Park Dr,55060,MN,US,LS,8922-95305,0.8
Arnold,Target Arnold T-1278,38.41409683227539,-90.39546203613281,20791-208087,3849 Vogel Rd,63010,MO,US,LS,16249-162125,3.9
Fullerton,Target Fullerton T-1383,33.87743377685547,-117.96343231201172,20870-208190,1893 W Malvern Ave,92833,CA,US,LS,5947-35919,0.0
Burlington,Target Burlington T-1158,40.03594207763672,-74.82203674316406,20878-208265,2703 Route 541,08016,NJ,US,LS,17219-176967,8.3
Bellevue,Target Bellevue T-339,47.574180603027344,-122.17288970947266,20879-208264,4053 Factoria Square Mall SE,98006,WA,US,LS,15411-159925,0.2
